status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_
Fully Paid,14400,36 months,47000,13.89,11.5042,15451.0,36.2,debt_consolidation,RENT,1,1,16,6.8,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,11150,36 months,32000,13.26,14.1105,6579.0,49.1,credit_card,RENT,1,1,7,5.8,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,21000,36 months,135000,4.36,6.29947,18749.0,37.5,debt_consolidation,MORTGAGE,1,1,11,5.8,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,22050,36 months,70000,14.85,11.8279,15454.0,67.2,debt_consolidation,RENT,1,1,5,6.8,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,11000,36 months,39000,14.15,10.5471,48583.0,26.7,credit_card,MORTGAGE,1,1,10,6.6,paid off,9,credit_card,MORTGAGE, > 1 Year
Fully Paid,20000,60 months,120000,19.93,4.5619,60845.0,48.1,debt_consolidation,MORTGAGE,0,1,11,5.8,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6750,36 months,60000,16.04,4.4918,4233.0,39.2,credit_card,MORTGAGE,1,0,7,5.6,paid off,11,credit_card,MORTGAGE, > 1 Year
Charged Off,19075,36 months,62000,15.23,13.4866,13749.0,37.5,debt_consolidation,RENT,1,1,17,3.6,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,12500,36 months,52000,22.2,9.73477,5887.0,46.7,debt_consolidation,MORTGAGE,1,1,8,5.8,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,13000,36 months,78000,25.14,6.74954,15475.0,61.9,debt_consolidation,RENT,1,1,16,5.8,paid off,4,debt_consolidation,RENT, > 1 Year
Charged Off,10800,36 months,45000,29.63,10.0971,30583.0,93.2,credit_card,OWN,1,1,7,4.6,default,11,credit_card,OWN, > 1 Year
Fully Paid,16000,36 months,114000,13.03,6.06947,9652.0,44.7,debt_consolidation,MORTGAGE,0,1,22,3.2,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,17800,36 months,160000,11.42,4.09898,3409.0,18.9,debt_consolidation,MORTGAGE,1,1,10,6.4,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,70000,10.83,6.13509,7421.0,59.4,home_improvement,OWN,0,1,11,5.0,paid off,11,home_improvement,OWN, > 1 Year
Fully Paid,13350,36 months,50000,27.48,9.75168,3735.0,24.4,debt_consolidation,RENT,1,1,10,6.2,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,12400,36 months,100000,6.94,4.56876,12700.0,33.6,credit_card,RENT,1,1,8,6.4,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,25000,60 months,84000,30.04,9.40657,31990.0,83.1,debt_consolidation,MORTGAGE,1,1,18,4.0,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,79000,27.6,4.10096,29011.0,82.2,debt_consolidation,RENT,1,1,19,5.8,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,16000,60 months,40000,26.22,12.4647,13362.0,57.6,debt_consolidation,RENT,1,1,16,3.8,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,14800,36 months,58000,27.63,10.1882,28277.0,54.0,home_improvement,OWN,1,0,13,5.6,paid off,1,home_improvement,OWN, > 1 Year
Charged Off,15875,36 months,40000,28.32,16.2981,6948.0,59.7,debt_consolidation,MORTGAGE,1,1,13,6.0,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12500,36 months,50000,32.5,10.2665,8126.0,39.6,debt_consolidation,RENT,1,1,9,6.0,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,28800,20.08,6.51917,6837.0,64.3,debt_consolidation,OWN,1,1,12,6.8,paid off,6,debt_consolidation,OWN, > 1 Year
Fully Paid,30000,36 months,150000,9.86,8.73576,12904.0,41.4,debt_consolidation,MORTGAGE,1,1,21,3.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,60 months,77500,10.98,7.46044,14928.0,54.8,credit_card,RENT,1,1,8,2.2,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,4575,36 months,47000,25.91,3.99753,17233.0,52.8,debt_consolidation,MORTGAGE,1,1,13,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,14000,36 months,45000,25.95,12.2475,13528.0,42.8,debt_consolidation,MORTGAGE,1,1,15,5.4,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,50000,17.78,12.3199,3810.0,40.1,debt_consolidation,RENT,1,1,4,6.0,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,9750,36 months,29000,24.99,12.811,6530.0,71.8,debt_consolidation,RENT,1,1,10,7.0,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,130000,9.01,2.80948,164.0,0.3,home_improvement,MORTGAGE,1,1,9,6.2,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,72000,19.13,6.14083,16040.0,26.5,credit_card,MORTGAGE,1,1,14,6.4,paid off,6,credit_card,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,130000,17.16,6.0564,1699.0,13.8,debt_consolidation,RENT,0,1,17,5.4,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,17300,36 months,75000,12.96,8.49888,1114.0,3.0,other,MORTGAGE,1,1,12,6.4,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,75000,12.79,3.10496,12774.0,19.9,credit_card,MORTGAGE,0,1,12,5.2,paid off,1,credit_card,MORTGAGE, > 1 Year
Charged Off,10000,36 months,37500,22.3,10.9885,9139.0,40.1,credit_card,RENT,1,1,11,4.2,default,3,credit_card,RENT, > 1 Year
Fully Paid,8000,36 months,78000,9.02,3.85123,4266.0,31.4,debt_consolidation,OWN,1,1,10,6.8,paid off,3,debt_consolidation,OWN, > 1 Year
Charged Off,12425,36 months,45000,15.01,11.1816,18528.0,62.5,debt_consolidation,MORTGAGE,1,1,8,5.8,default,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,19750,36 months,50000,27.14,15.5496,13577.0,47.9,debt_consolidation,RENT,1,1,13,5.4,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,7000,36 months,95000,24.9,2.90072,23559.0,69.5,debt_consolidation,MORTGAGE,1,1,12,5.4,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,110000,22.41,5.44451,37361.0,43.4,debt_consolidation,MORTGAGE,1,1,14,5.6,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,14550,36 months,65000,26.23,9.22375,6740.0,42.7,debt_consolidation,MORTGAGE,1,1,15,4.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,30000,25.44,6.4688,3186.0,25.7,other,RENT,1,1,13,5.2,paid off,1,other,RENT, > 1 Year
Fully Paid,10000,36 months,150000,14.34,2.73776,39175.0,80.3,wedding,MORTGAGE,1,1,11,6.0,paid off,2,other,MORTGAGE, > 1 Year
Charged Off,11750,36 months,38000,17.12,12.522,6699.0,43.8,debt_consolidation,MORTGAGE,1,1,6,5.8,default,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,8700,36 months,31200,34.12,10.1842,5328.0,11.3,debt_consolidation,RENT,1,1,10,6.2,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,35000,60 months,222500,6.52,5.21134,11519.0,41.6,small_business,MORTGAGE,1,1,9,2.8,default,11,small_business,MORTGAGE, > 1 Year
Charged Off,8000,36 months,25000,28.18,12.959,8095.0,63.2,other,RENT,1,1,12,5.8,default,6,other,RENT, > 1 Year
Fully Paid,10500,36 months,35000,20.47,11.6434,12795.0,31.7,debt_consolidation,MORTGAGE,1,1,12,5.2,paid off,0,debt_consolidation,MORTGAGE, < 1 Year
Charged Off,9750,36 months,30000,17.92,12.976,14811.0,40.0,debt_consolidation,RENT,1,1,14,5.6,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,17500,36 months,45000,14.72,14.6021,3446.0,8.4,home_improvement,MORTGAGE,0,1,17,6.8,paid off,4,home_improvement,MORTGAGE, > 1 Year
Fully Paid,12575,36 months,40000,22.47,12.552,10639.0,46.3,debt_consolidation,MORTGAGE,1,1,15,5.6,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,35000,60 months,95000,16.12,12.2055,9889.0,56.5,debt_consolidation,MORTGAGE,1,1,15,2.8,default,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,3500,36 months,79500,20.15,1.65313,46285.0,69.4,debt_consolidation,MORTGAGE,1,1,17,6.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,14500,36 months,38000,24.28,15.4528,31945.0,77.7,small_business,RENT,1,1,6,5.8,default,4,small_business,RENT, > 1 Year
Fully Paid,12000,36 months,60000,15.14,8.4722,6846.0,82.5,debt_consolidation,RENT,1,1,5,4.8,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,36 months,84000,17.49,10.4371,24081.0,77.9,credit_card,RENT,1,1,16,3.6,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,8000,36 months,80000,14.7,4.1067,8012.0,38.2,credit_card,MORTGAGE,0,1,17,6.0,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,14000,36 months,138000,11.41,4.16609,33921.0,76.7,credit_card,RENT,1,1,5,6.0,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,16450,36 months,150000,9.56,4.80736,4024.0,32.2,small_business,RENT,0,1,8,3.6,paid off,11,small_business,RENT, > 1 Year
Fully Paid,9000,36 months,250000,2.63,1.31482,4570.0,4.4,home_improvement,MORTGAGE,1,1,6,6.2,paid off,1,home_improvement,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,54000,23.02,3.47689,3612.0,31.7,home_improvement,MORTGAGE,0,1,19,6.8,paid off,6,home_improvement,MORTGAGE, > 1 Year
Charged Off,6000,36 months,80000,17.25,3.07995,10444.0,82.7,debt_consolidation,MORTGAGE,1,1,18,6.0,default,2,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,35000,60 months,110300,19.53,10.7958,49477.0,93.6,debt_consolidation,MORTGAGE,1,1,12,1.4,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,11000,36 months,75000,10.29,5.93952,6697.0,48.9,credit_card,OWN,0,1,7,5.8,paid off,5,credit_card,OWN, > 1 Year
Fully Paid,16000,36 months,75000,13.43,8.7608,17328.0,67.4,debt_consolidation,MORTGAGE,1,1,9,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,21600,36 months,85000,18.13,10.2909,18094.0,83.8,debt_consolidation,MORTGAGE,1,1,11,5.8,default,6,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,16000,60 months,50000,29.62,10.2787,11672.0,51.0,debt_consolidation,MORTGAGE,1,1,16,2.2,default,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,13500,36 months,50000,17.44,10.2881,13150.0,59.2,debt_consolidation,RENT,1,1,8,7.0,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,60 months,63000,21.45,9.12495,38828.0,89.5,debt_consolidation,MORTGAGE,1,1,14,4.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,11000,36 months,40000,14.97,11.1366,11631.0,30.2,debt_consolidation,OWN,1,1,7,5.8,paid off,4,debt_consolidation,OWN, > 1 Year
Fully Paid,20000,60 months,75000,21.66,8.42832,15760.0,58.8,debt_consolidation,RENT,1,0,12,4.0,paid off,3,debt_consolidation,RENT, > 1 Year
Charged Off,1400,36 months,50000,21.24,1.14984,19360.0,79.7,debt_consolidation,MORTGAGE,1,1,6,6.0,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,68000,5.49,7.37312,9846.0,54.4,debt_consolidation,MORTGAGE,1,1,8,4.4,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,45000,6.0,5.84107,8376.0,57.8,debt_consolidation,MORTGAGE,1,1,4,6.8,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,16250,60 months,51600,11.67,10.7144,16444.0,49.4,other,OWN,1,0,10,1.4,default,0,other,OWN, < 1 Year
Fully Paid,12000,36 months,61500,18.13,7.18927,7770.0,17.7,debt_consolidation,MORTGAGE,1,1,10,6.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,11100,36 months,32000,23.81,13.8495,10023.0,53.9,debt_consolidation,RENT,1,1,8,5.6,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,13200,36 months,60000,14.83,8.1058,9841.0,26.0,debt_consolidation,MORTGAGE,1,1,13,6.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,17050,60 months,53000,29.84,10.7654,13979.0,74.8,home_improvement,RENT,1,1,12,3.0,paid off,11,home_improvement,RENT, > 1 Year
Fully Paid,20000,36 months,81000,19.95,9.99911,38533.0,67.9,credit_card,MORTGAGE,1,1,12,5.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,55000,19.33,7.36298,13027.0,68.9,debt_consolidation,MORTGAGE,1,1,9,5.8,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12800,36 months,60000,16.34,7.7916,20330.0,43.8,debt_consolidation,MORTGAGE,1,1,8,6.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,130000,13.38,5.86218,8057.0,13.4,debt_consolidation,MORTGAGE,1,1,13,7.0,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,9275,36 months,56000,23.77,6.42814,7852.0,39.9,debt_consolidation,MORTGAGE,1,1,15,5.2,default,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,11000,36 months,50000,28.42,8.78376,5120.0,43.8,credit_card,RENT,0,1,22,5.6,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,45000,20.37,9.73947,14478.0,40.9,debt_consolidation,OWN,1,1,8,6.2,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,15000,36 months,95000,12.07,5.92876,24213.0,39.1,credit_card,MORTGAGE,1,1,13,6.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,12500,36 months,87000,6.83,5.57628,2558.0,29.1,major_purchase,RENT,1,0,5,5.2,paid off,11,major_purchase,RENT, > 1 Year
Fully Paid,15675,36 months,50000,8.86,11.4499,13020.0,25.6,small_business,MORTGAGE,1,1,9,6.2,paid off,8,small_business,MORTGAGE, > 1 Year
Fully Paid,25000,60 months,130000,13.87,6.54268,21895.0,81.4,debt_consolidation,MORTGAGE,1,1,14,1.4,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,37000,31.04,14.0254,8439.0,86.1,credit_card,MORTGAGE,0,1,8,3.2,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,7800,36 months,44709,22.38,7.06515,6727.0,49.1,credit_card,MORTGAGE,1,1,12,5.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Charged Off,3250,36 months,48000,10.25,2.6655,733.0,26.2,debt_consolidation,RENT,1,1,7,5.4,default,1,debt_consolidation,RENT, > 1 Year
Charged Off,15000,36 months,42500,23.74,15.157,10965.0,76.1,credit_card,RENT,1,1,10,5.0,default,1,credit_card,RENT, > 1 Year
Charged Off,5375,36 months,37000,5.25,5.45481,250.0,10.0,debt_consolidation,RENT,1,1,3,6.8,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,30225,36 months,100000,1.07,11.3023,192.0,0.9,home_improvement,MORTGAGE,1,1,6,6.6,paid off,3,home_improvement,MORTGAGE, > 1 Year
Fully Paid,17600,60 months,55000,14.27,8.95309,5793.0,25.9,debt_consolidation,RENT,1,1,13,6.0,paid off,1,debt_consolidation,RENT, > 1 Year
Charged Off,34775,36 months,150000,26.45,11.045,34775.0,82.0,credit_card,MORTGAGE,0,1,37,1.0,default,8,credit_card,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,150000,19.67,5.39952,107502.0,79.9,debt_consolidation,MORTGAGE,1,1,21,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,46000,24.97,5.44983,5612.0,52.4,home_improvement,MORTGAGE,1,1,15,4.4,paid off,8,home_improvement,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,50000,14.26,16.1986,13880.0,81.2,credit_card,MORTGAGE,1,1,7,5.8,paid off,5,credit_card,MORTGAGE, > 1 Year
Charged Off,16750,60 months,42000,23.83,13.0794,18634.0,52.3,debt_consolidation,RENT,1,1,11,2.6,default,2,debt_consolidation,RENT, > 1 Year
Fully Paid,11000,36 months,36000,26.57,12.1997,13551.0,66.9,credit_card,MORTGAGE,1,1,9,5.6,paid off,0,credit_card,MORTGAGE, < 1 Year
Default,23850,60 months,60000,23.32,13.656,32011.0,63.4,debt_consolidation,MORTGAGE,1,1,20,1.8,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,7200,36 months,67185,21.63,4.2188,11149.0,38.7,debt_consolidation,RENT,0,1,18,5.4,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,11200,36 months,45000,10.24,10.7632,9843.0,69.8,debt_consolidation,RENT,1,1,10,3.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,20700,36 months,52000,3.72,14.9472,11847.0,24.4,debt_consolidation,RENT,1,1,7,6.8,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,50000,10.04,9.14496,13171.0,36.7,debt_consolidation,RENT,1,1,8,7.0,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,43140,26.56,5.29958,15869.0,71.2,credit_card,MORTGAGE,1,1,12,7.0,paid off,9,credit_card,MORTGAGE, > 1 Year
Charged Off,12700,36 months,70000,22.71,7.95309,5851.0,47.6,other,MORTGAGE,0,1,13,3.6,default,6,other,MORTGAGE, > 1 Year
Fully Paid,11400,36 months,50000,11.88,8.84904,9489.0,66.5,debt_consolidation,MORTGAGE,1,1,10,5.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21000,36 months,78000,9.65,10.2588,19012.0,29.9,debt_consolidation,MORTGAGE,1,1,11,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7200,36 months,45000,27.89,6.29867,20342.0,74.5,debt_consolidation,MORTGAGE,1,1,8,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,95000,17.1,6.82813,22244.0,65.4,debt_consolidation,RENT,1,1,21,3.2,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,3000,36 months,15000,23.28,8.2416,8887.0,77.3,medical,MORTGAGE,1,1,3,4.2,default,0,medical,MORTGAGE, < 1 Year
Fully Paid,4500,36 months,35000,9.73,5.0616,4265.0,38.1,credit_card,RENT,1,1,13,5.4,paid off,5,credit_card,RENT, > 1 Year
Charged Off,6400,36 months,24000,15.8,11.532,5536.0,47.7,debt_consolidation,OWN,1,1,9,3.2,default,0,debt_consolidation,OWN, < 1 Year
Fully Paid,3175,36 months,54840,10.5,2.11466,12220.0,21.4,credit_card,MORTGAGE,1,1,11,6.2,paid off,10,credit_card,MORTGAGE, > 1 Year
Fully Paid,1000,36 months,25000,12.67,1.64304,3881.0,92.4,vacation,RENT,1,1,3,6.0,paid off,0,other,RENT, < 1 Year
Charged Off,16950,60 months,55000,34.47,9.60349,12774.0,37.6,debt_consolidation,MORTGAGE,1,1,15,3.8,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,3500,36 months,48000,21.5,3.00475,8783.0,44.6,debt_consolidation,RENT,1,1,10,4.2,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,60 months,100000,10.5,1.33836,17623.0,75.6,other,RENT,1,1,6,5.6,paid off,0,other,RENT, < 1 Year
Charged Off,5400,36 months,37200,20.72,6.27774,3483.0,46.4,other,MORTGAGE,1,1,5,3.2,default,0,other,MORTGAGE, < 1 Year
Fully Paid,18800,60 months,60000,28.97,9.6486,23778.0,49.1,credit_card,MORTGAGE,0,1,13,3.4,paid off,4,credit_card,MORTGAGE, > 1 Year
Fully Paid,22000,36 months,61000,23.92,14.3996,9862.0,46.1,debt_consolidation,MORTGAGE,1,1,12,5.6,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,55000,16.63,8.9904,15882.0,75.5,debt_consolidation,RENT,1,1,5,4.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,16000,60 months,91000,5.63,5.47899,18485.0,56.9,credit_card,MORTGAGE,1,1,7,3.8,paid off,5,credit_card,MORTGAGE, > 1 Year
Charged Off,7800,36 months,109000,12.44,3.17912,56089.0,56.6,debt_consolidation,MORTGAGE,1,1,24,4.0,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,1950,36 months,20028,27.44,4.25285,563.0,56.3,debt_consolidation,RENT,0,1,2,3.4,default,0,debt_consolidation,RENT, < 1 Year
Charged Off,3000,36 months,10248,25.76,11.856,7343.0,61.2,credit_card,RENT,1,1,7,5.8,default,0,credit_card,RENT, < 1 Year
Fully Paid,3075,36 months,53000,17.91,2.28408,2890.0,44.5,other,MORTGAGE,1,1,5,5.4,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,2325,36 months,21000,20.23,4.484,13285.0,60.4,debt_consolidation,RENT,1,1,5,5.8,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,17475,60 months,280000,9.56,1.94486,9251.0,63.4,wedding,RENT,1,1,19,3.8,paid off,1,other,RENT, > 1 Year
Charged Off,14400,60 months,80000,27.53,5.5428,23465.0,61.4,major_purchase,MORTGAGE,1,1,19,3.4,default,8,major_purchase,MORTGAGE, > 1 Year
Fully Paid,5775,36 months,48000,16.57,4.5845,3166.0,8.3,debt_consolidation,MORTGAGE,1,1,18,7.0,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,65000,9.27,2.93114,8693.0,38.3,credit_card,RENT,1,1,9,7.0,paid off,5,credit_card,RENT, > 1 Year
Fully Paid,17050,60 months,42800,11.44,11.6989,7933.0,59.6,debt_consolidation,OWN,1,1,8,4.8,paid off,10,debt_consolidation,OWN, > 1 Year
Default,2425,36 months,35000,7.99,2.91497,2257.0,72.8,credit_card,RENT,1,1,12,4.6,default,6,credit_card,RENT, > 1 Year
Fully Paid,5600,36 months,72000,17.23,3.205,8246.0,97.9,major_purchase,RENT,1,1,13,4.2,paid off,1,major_purchase,RENT, > 1 Year
Fully Paid,16000,60 months,53000,13.09,9.40732,13349.0,51.7,debt_consolidation,MORTGAGE,1,1,9,3.8,paid off,7,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,2000,36 months,34445,7.94,2.38467,17917.0,87.4,other,MORTGAGE,1,0,4,6.0,default,9,other,MORTGAGE, > 1 Year
Charged Off,27300,60 months,124650,11.29,7.68789,32969.0,92.1,debt_consolidation,RENT,1,1,11,0.4,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,14000,36 months,42000,10.62,13.3089,13179.0,54.4,debt_consolidation,RENT,1,1,11,5.6,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,3325,36 months,25000,28.66,4.97376,208.0,2.0,other,RENT,1,1,8,6.6,paid off,1,other,RENT, > 1 Year
Fully Paid,30000,60 months,104000,24.79,8.29142,10132.0,27.7,credit_card,MORTGAGE,1,1,11,4.4,paid off,6,credit_card,MORTGAGE, > 1 Year
Fully Paid,14100,36 months,60000,14.17,9.8186,20124.0,83.2,debt_consolidation,MORTGAGE,1,0,15,4.4,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,20000,6.78,8.2134,3706.0,74.1,debt_consolidation,RENT,1,1,5,6.0,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,2800,36 months,65000,14.93,1.79982,24957.0,96.7,debt_consolidation,RENT,1,1,11,4.4,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,10000,36 months,55000,8.14,7.59665,8781.0,67.4,credit_card,RENT,1,1,9,4.4,default,6,credit_card,RENT, > 1 Year
Charged Off,9000,36 months,53000,7.14,7.34355,8419.0,40.7,other,RENT,1,1,9,3.2,default,4,other,RENT, > 1 Year
Fully Paid,5000,36 months,82298,14.53,2.42572,24380.0,45.7,debt_consolidation,RENT,1,1,14,5.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,6800,36 months,60000,9.02,5.124,6857.0,95.2,credit_card,RENT,1,1,5,2.4,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,6250,36 months,22000,20.24,11.952,6823.0,28.8,debt_consolidation,MORTGAGE,1,1,11,4.6,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,25000,19.34,7.76256,4015.0,87.8,debt_consolidation,MORTGAGE,1,1,7,5.2,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,70000,7.92,5.88669,8892.0,57.4,debt_consolidation,RENT,0,1,5,4.2,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,9750,36 months,70000,2.26,5.73943,4307.0,55.2,debt_consolidation,MORTGAGE,0,1,10,4.2,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10500,36 months,48000,18.18,8.33525,13644.0,33.7,debt_consolidation,MORTGAGE,1,1,9,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,1000,36 months,60000,15.02,0.6352,51941.0,81.2,vacation,OWN,1,1,6,7.0,paid off,2,other,OWN, > 1 Year
Fully Paid,4000,36 months,44000,20.78,3.62973,976.0,97.6,debt_consolidation,RENT,1,1,4,5.6,paid off,8,debt_consolidation,RENT, > 1 Year
Fully Paid,18250,36 months,47000,29.16,16.4487,17942.0,47.6,debt_consolidation,OWN,0,1,15,4.8,paid off,2,debt_consolidation,OWN, > 1 Year
Charged Off,15000,36 months,60000,14.62,10.5176,34843.0,78.8,debt_consolidation,RENT,1,1,11,4.6,default,2,debt_consolidation,RENT, > 1 Year
Charged Off,31825,60 months,80000,26.51,11.9336,51558.0,49.4,debt_consolidation,MORTGAGE,1,1,9,5.0,default,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,14825,36 months,95000,20.24,6.70168,21531.0,59.3,credit_card,MORTGAGE,1,1,25,5.0,paid off,5,credit_card,MORTGAGE, > 1 Year
Fully Paid,19000,60 months,72000,13.73,8.47633,18381.0,85.1,credit_card,MORTGAGE,1,1,8,2.2,paid off,10,credit_card,MORTGAGE, > 1 Year
Charged Off,5375,36 months,26000,23.14,8.63769,3218.0,54.5,debt_consolidation,MORTGAGE,1,1,8,4.4,default,0,debt_consolidation,MORTGAGE, < 1 Year
Charged Off,23850,60 months,60000,33.54,12.3082,13421.0,59.9,debt_consolidation,RENT,1,1,10,3.6,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,2400,36 months,45000,16.77,2.1904,7626.0,94.1,credit_card,RENT,0,1,10,6.0,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,16500,60 months,60000,23.28,7.7352,16648.0,43.8,debt_consolidation,RENT,1,1,19,4.2,paid off,7,debt_consolidation,RENT, > 1 Year
