"TaxAssessedValue","SqFtTotLiving","ZipCode"
349000,1200,NA
305000,1120,NA
711000,2620,NA
522000,2520,"98027"
530000,2340,"98027"
618000,3650,"98027"
565000,2450,"98027"
497000,2440,NA
455000,2280,NA
469000,2140,NA
354000,1260,NA
341000,1260,NA
271000,1120,NA
373000,1850,NA
739000,2950,NA
677000,2950,NA
190000,2790,NA
442000,3080,NA
611000,2220,NA
667000,2610,"98027"
660000,2290,NA
610000,2340,NA
628000,1830,"98027"
524000,2180,"98006"
267000,1660,"98042"
366000,3340,"98042"
366000,3340,"98042"
324000,1140,"98133"
550000,3380,"98022"
295000,2770,"98055"
324000,2020,"98055"
318000,1980,"98055"
282000,1970,"98055"
460000,2810,"98055"
505000,3165,NA
425000,2241,NA
411000,1790,"98116"
355000,1110,"98116"
524000,1940,"98033"
599000,2190,"98005"
216000,1500,"98042"
202000,1250,"98042"
408000,1900,"98052"
415000,2120,"98052"
366000,1580,"98052"
430000,1700,"98052"
592000,2360,"98052"
774000,4730,NA
815000,4420,NA
772000,4510,NA
639000,2370,"98027"
269000,1670,"98055"
424000,2590,"98055"
461000,2810,"98055"
307000,1010,"98116"
346000,1180,"98116"
968000,2920,"98005"
669000,2390,"98005"
422000,1720,"98052"
357000,1320,"98052"
388000,1510,"98052"
304000,940,"98052"
414000,2120,"98052"
366000,1300,"98052"
366000,1040,"98052"
557000,2290,"98052"
355000,1320,"98052"
442000,1470,"98052"
442000,1470,"98052"
408000,1250,"98052"
567000,2350,"98052"
537000,2460,"98052"
281000,1250,"98052"
574000,3000,"98052"
485000,1810,"98052"
597000,2130,"98166"
595000,3010,"98166"
483000,2050,"98166"
1140000,2960,"98166"
540000,3000,"98166"
643000,2340,"98166"
1493000,4490,"98166"
601000,2722,"98166"
808000,3720,"98166"
531000,2560,"98166"
555000,260,"98166"
555000,2640,"98166"
311000,1180,"98166"
423000,2300,"98166"
853000,2850,"98166"
500000,3030,"98166"
464000,3770,"98166"
482000,2580,"98166"
582000,3060,"98166"
435000,1960,"98166"
585000,3370,"98166"
651000,2980,"98166"
689000,3450,"98166"
720000,3600,"98027"
752000,4440,"98027"
608000,3160,"98027"
583000,2800,"98027"
613000,3460,"98027"
526000,2610,"98027"
533000,2610,"98027"
510000,2320,"98027"
644000,3980,"98027"
631000,3650,"98027"
490000,2280,NA
469000,2140,NA
520000,2442,NA
532000,2710,NA
314000,1150,NA
319000,1150,NA
190000,2920,NA
190000,2920,NA
651000,2970,NA
201000,2950,NA
185000,3360,NA
444000,1260,"98006"
519000,2450,"98006"
539000,2210,"98006"
384000,1710,"98052"
339000,1150,"98052"
411000,1550,"98052"
345000,1210,"98052"
374000,1440,"98052"
393000,1500,"98052"
440000,1260,"98052"
391000,1760,"98052"
478000,1730,"98052"
431000,1830,"98052"
865000,4460,NA
1059000,4180,"98027"
624000,3030,"98027"
646000,2740,"98027"
510000,2360,"98027"
539000,2800,"98027"
628000,3460,"98027"
511000,2710,NA
460000,2280,NA
520000,2440,NA
532000,2710,NA
356000,1260,NA
314000,1150,NA
321000,1150,NA
742000,4420,NA
878000,3370,"98027"
954000,3720,"98027"
697000,3420,"98027"
679000,3470,"98027"
545000,2800,"98027"
536000,2800,"98027"
525000,2580,"98027"
550000,2990,"98027"
664000,500,"98027"
664000,2600,"98027"
493000,2440,NA
510000,2710,NA
511000,2710,NA
455000,2140,NA
452000,2140,NA
354000,1560,NA
303000,1240,NA
607000,2240,NA
411000,2550,NA
552000,2930,"98006"
502000,2230,"98006"
475000,1700,"98006"
455000,1390,"98006"
424000,1830,"98052"
345000,2830,"98042"
355000,2910,"98042"
338000,2410,"98042"
416000,2090,"98074"
531000,2180,"98074"
874000,2880,"98074"
712000,2910,NA
376000,1820,"98074"
342000,1400,"98074"
395000,1830,"98074"
400000,1970,"98074"
745000,3680,"98074"
638000,3410,"98074"
430000,2410,"98074"
845000,3310,NA
602000,2590,"98074"
521000,2180,"98052"
624000,2890,"98052"
563000,2630,"98074"
417000,2450,"98155"
559000,2470,"98008"
605000,2240,"98008"
397000,1520,"98052"
492000,1950,"98052"
333000,1420,"98052"
923000,5310,NA
887000,3410,"98027"
1112000,4610,"98027"
715000,3290,"98027"
714000,3290,"98027"
682000,3380,"98027"
776000,4910,"98027"
678000,3440,"98027"
581000,2770,"98027"
527000,2610,"98027"
603000,2500,"98027"
639000,3980,"98027"
634000,3650,"98027"
455000,2140,NA
504000,2140,NA
334000,1260,NA
331000,1260,NA
314000,1150,NA
349000,1200,NA
269000,1200,NA
271000,1120,NA
196000,1170,"98003"
193000,1630,"98003"
216000,1860,"98003"
214000,1510,"98003"
1260000,2290,"98109"
177000,1480,"98168"
135000,940,"98168"
182000,1510,"98168"
193000,1230,"98168"
184000,1060,"98003"
287000,1910,"98166"
284000,970,"98166"
500000,3280,"98166"
1535000,4600,NA
580000,1220,"98105"
562000,2560,"98177"
702000,2910,"98177"
239000,990,"98166"
485000,2010,"98166"
210000,1490,"98148"
992000,6087,"98166"
465000,2090,"98166"
507000,2540,"98166"
944000,4550,"98166"
911000,3740,"98027"
946000,3771,"98027"
1092000,4840,"98027"
1191000,5540,"98027"
729000,3610,"98027"
611000,3030,"98027"
643000,3980,"98027"
555000,2990,"98027"
546000,2990,"98027"
546000,2990,"98027"
601000,2450,"98027"
511000,2710,NA
462000,2140,NA
502000,2140,NA
339000,1230,NA
303000,1240,NA
328000,1240,NA
372000,1850,NA
470000,2820,NA
655000,2768,NA
699000,2290,NA
603000,2190,NA
734000,2840,NA
207000,1270,"98148"
185000,990,"98148"
223000,1930,"98148"
222000,2050,"98148"
243000,858,NA
421000,2110,"98126"
265000,800,NA
637000,4070,NA
531000,2610,NA
613000,2920,NA
613000,2920,"98075"
276000,1250,"98146"
261000,1560,"98146"
228000,1190,"98146"
457000,2500,"98008"
446000,1510,"98008"
203000,1290,"98030"
239000,1960,"98092"
220000,1610,"98092"
239000,1960,"98092"
239000,1960,"98092"
313000,1450,"98056"
777000,3460,"98074"
393000,3092,NA
394000,1620,NA
745000,3060,"98109"
1029000,2080,"98109"
407000,2250,"98109"
579000,2000,"98109"
575000,3120,NA
183000,1040,"98168"
170000,1150,"98168"
330000,2610,"98168"
488000,2570,"98166"
735000,3810,"98166"
629000,1550,"98105"
539000,2830,"98177"
429000,2180,"98005"
624000,2980,"98177"
698000,2100,"98033"
667000,1680,"98033"
644000,1580,"98033"
607000,3190,"98072"
328000,1770,"98166"
457000,3120,"98166"
540000,3506,"98166"
292000,1330,"98166"
351000,2100,"98166"
197000,1290,"98148"
195000,1160,"98148"
212000,1460,"98148"
218000,1810,"98148"
293000,1820,"98148"
225000,1710,"98148"
196000,1310,"98148"
195000,1060,"98148"
312000,2280,"98108"
370000,1000,"98126"
438000,1540,"98126"
364000,830,"98126"
565000,2480,"98126"
382000,2120,"98116"
470000,2180,"98126"
634000,4140,NA
621000,2920,NA
211000,1260,"98146"
252000,1000,"98146"
277000,2690,"98146"
159000,800,"98146"
150000,680,"98146"
197000,1280,"98146"
233000,1790,"98030"
361000,3110,"98042"
351000,2950,"98042"
359000,3060,"98042"
341000,2430,"98042"
326000,2410,"98042"
395000,2080,"98074"
560000,1920,"98074"
493000,1850,"98074"
348000,1270,"98074"
703000,3010,"98074"
405000,1860,"98074"
635000,3030,NA
508000,2310,"98052"
625000,2330,"98052"
540000,2520,"98052"
510000,2220,"98052"
509000,2040,"98052"
468000,2050,"98052"
540000,2330,"98052"
596000,2680,"98052"
457000,1760,"98008"
591000,3010,"98008"
572000,2380,"98008"
630000,2480,"98008"
682000,2940,"98074"
386000,3031,NA
230000,1860,"98148"
222000,1340,"98148"
398000,1520,"98115"
291000,790,"98108"
504000,2260,"98034"
460000,1830,"98034"
478000,1820,"98034"
215000,1520,"98001"
197000,1230,"98001"
195000,1250,"98001"
212000,1500,"98001"
413000,2520,"98014"
411000,2640,"98014"
389000,2420,"98014"
361000,1930,"98014"
462000,3140,"98027"
410000,1950,"98166"
395000,1620,"98070"
402000,2790,"98011"
324000,2010,"98177"
289000,1420,"98106"
273000,1420,"98106"
772000,4530,NA
757000,4530,NA
1102000,5220,"98027"
682000,3440,"98027"
659000,2930,"98027"
687000,3670,"98027"
646000,3980,"98027"
573000,2570,"98027"
572000,2470,"98027"
498000,2440,NA
454000,2280,NA
469000,2280,NA
532000,2710,NA
314000,1150,NA
319000,1150,NA
676000,2220,NA
656000,2290,NA
653000,2270,"98027"
520000,2360,"98006"
501000,1700,"98006"
527000,2130,"98006"
482000,1920,"98006"
549000,2420,"98052"
347000,2830,"98042"
412000,1650,"98166"
388000,1930,"98166"
412000,2000,"98166"
571000,2700,"98166"
1559000,3450,"98166"
225000,1640,"98148"
674000,3350,"98166"
665000,3130,"98166"
471000,2110,"98166"
555000,2530,"98166"
584000,3410,"98166"
254000,2180,"98148"
191000,1130,"98148"
203000,1350,"98148"
209000,1410,"98148"
198000,1230,"98148"
190000,1140,"98148"
271000,1640,"98148"
241000,2340,"98148"
154000,990,"98148"
201000,1290,"98148"
167000,1270,"98148"
204000,1310,"98148"
383000,880,"98126"
702000,3290,"98027"
731000,3670,"98027"
656000,4140,"98027"
616000,3480,"98027"
539000,2800,"98027"
548000,2990,"98027"
646000,3980,"98027"
509000,2710,NA
498000,2440,NA
455000,2280,NA
455000,2140,NA
509000,2280,NA
434000,2520,NA
753000,3070,NA
610000,2270,NA
525000,1840,NA
626000,1830,"98027"
438000,1710,"98052"
414000,2010,"98052"
351000,2950,"98042"
353000,2910,"98042"
363000,3340,"98042"
363000,3340,"98042"
409000,1340,"98052"
457000,2080,"98052"
772000,4530,NA
874000,5330,NA
793000,4510,NA
874000,3440,"98027"
911000,3390,"98027"
933000,3470,"98027"
1108000,4540,"98027"
618000,3310,"98027"
655000,4240,"98027"
639000,3980,"98027"
566000,2500,"98027"
509000,2710,NA
455000,2140,NA
354000,1560,NA
434000,2520,NA
318000,1150,NA
315000,1150,NA
323000,1150,NA
337000,1850,NA
291000,1120,NA
190000,2950,NA
176000,2590,NA
305000,1120,NA
201000,2590,NA
655000,2310,"98027"
571000,2210,"98006"
516000,1970,"98006"
491000,1730,"98006"
563000,2270,"98006"
560000,3240,"98006"
400000,1610,"98052"
520000,2100,"98052"
267000,1660,"98042"
359000,3110,"98042"
361000,3170,"98042"
341000,2430,"98042"
330000,2400,"98042"
347000,2810,"98042"
686000,2710,NA
658000,2570,NA
617000,2310,"98074"
511000,2440,"98074"
510000,2480,"98074"
445000,2470,"98074"
467000,2600,"98074"
388000,1830,"98074"
402000,1430,"98052"
331000,2400,"98042"
342000,2830,"98042"
349000,2910,"98042"
359000,3170,"98042"
366000,3340,"98042"
355000,2910,"98042"
355000,2910,"98042"
338000,2520,"98042"
524000,2610,"98074"
588000,3190,"98074"
662000,3860,"98074"
641000,2300,"98074"
466000,2960,"98074"
375000,1410,"98074"
20000,3840,NA
481000,1950,"98052"
578000,2260,"98008"
594000,1710,"98008"
516000,1720,"98008"
589000,1930,"98008"
648000,2040,"98008"
697000,1730,"98052"
531000,1820,"98052"
749000,4420,NA
804000,4420,NA
1077000,4630,"98027"
1116000,4740,"98027"
701000,3670,"98027"
614000,3460,"98027"
657000,4280,"98027"
546000,2680,"98027"
498000,2440,NA
466000,2280,NA
303000,1240,NA
351000,1170,NA
323000,1150,NA
241000,1150,NA
271000,1120,NA
755000,3310,NA
721000,2730,NA
746000,3070,NA
669000,2740,NA
698000,3080,NA
528000,2740,"98006"
544000,2260,"98006"
484000,2010,"98052"
466000,1880,"98052"
562000,2970,"98006"
599000,2610,"98052"
361000,3170,"98042"
359000,3060,"98042"
353000,2910,"98042"
366000,3340,"98042"
342000,2610,"98042"
355000,2910,"98042"
279000,1900,"98042"
454000,1770,"98074"
747000,3070,"98074"
357000,1780,"98074"
477000,2440,"98074"
440000,2420,"98074"
496000,3100,"98074"
377000,1750,"98074"
416000,1620,"98074"
433000,2490,"98074"
587000,2590,"98074"
506000,2290,"98052"
571000,2400,"98052"
492000,2240,"98052"
553000,2410,"98074"
427000,1480,"98008"
691000,3110,NA
15000,2950,NA
201000,2780,NA
201000,2790,NA
694000,2220,NA
668000,2680,NA
586000,1840,NA
586000,1840,NA
363000,3340,"98042"
366000,3340,"98042"
338000,2410,"98042"
353000,2830,"98042"
879000,3830,NA
1008000,3653,NA
500000,2530,"98074"
375000,1520,"98074"
386000,1460,"98074"
477000,2460,"98074"
748000,3720,"98052"
520000,1780,"98052"
529000,2380,"98052"
491000,2250,"98052"
521000,2210,"98052"
531000,2290,"98074"
551000,2480,"98008"
453000,1510,"98008"
565000,1930,"98008"
516000,1820,"98008"
679000,2960,"98008"
533000,2030,"98052"
523000,1770,"98052"
886000,3760,"98008"
508000,1820,"98008"
532000,2650,"98008"
556000,2340,"98008"
555000,2050,"98052"
618000,2440,"98052"
647000,2940,"98052"
496000,1530,"98052"
779000,2690,"98008"
883000,3610,"98008"
651000,2810,"98008"
253000,2080,"98001"
243000,1500,"98001"
405000,3100,"98133"
301000,1510,"98034"
311000,1930,"98034"
310000,2010,"98034"
513000,2320,"98006"
516000,2050,"98006"
481000,1970,"98006"
513000,2030,"98006"
357000,3110,"98042"
353000,2910,"98042"
341000,2430,"98042"
355000,2910,"98042"
341000,2430,"98042"
267000,1660,"98042"
523000,2910,"98074"
518000,1970,"98074"
525000,2210,"98052"
533000,2430,"98052"
525000,2430,"98052"
465000,1680,"98052"
606000,3130,"98008"
516000,1790,"98008"
547000,2300,"98008"
569000,2440,"98008"
525000,1640,"98008"
584000,2520,"98008"
510000,1640,"98008"
581000,1630,"98008"
548000,3010,"98006"
502000,2010,"98052"
277000,3640,"98042"
332000,2410,"98042"
349000,2830,"98042"
795000,4320,NA
585000,2850,"98074"
632000,3900,"98074"
561000,2160,"98074"
546000,2550,"98074"
571000,2400,"98052"
534000,2480,"98074"
484000,1480,"98008"
495000,1930,"98008"
532000,2030,"98008"
1128000,3350,NA
629000,2380,"98008"
488000,1350,"98008"
549000,2380,"98008"
493000,1770,"98008"
697000,3330,"98008"
581000,2180,"98008"
673000,3930,"98052"
684000,3790,"98052"
360000,2270,"98166"
451000,2620,"98166"
494000,2710,"98166"
642000,3040,"98166"
377000,2430,"98166"
432000,1970,"98166"
314000,1200,"98166"
553000,2720,"98166"
685000,3535,"98166"
711000,3920,"98166"
678000,2840,"98166"
1156000,4220,"98166"
349000,2010,"98166"
480000,2190,"98166"
793000,4132,"98166"
413000,2200,"98166"
455000,3140,"98166"
863000,3320,"98166"
502000,2600,"98166"
401000,2600,"98166"
440000,2090,"98166"
991000,1530,"98166"
735000,4480,"98166"
223000,1620,"98148"
498000,1430,"98008"
491000,1620,"98008"
449000,1900,"98008"
609000,2690,"98008"
525000,1800,"98008"
585000,2350,"98008"
594000,2270,"98008"
483000,1380,"98008"
721000,2430,"98008"
687000,2030,"98008"
459000,1480,"98008"
591000,2040,"98008"
479000,1450,"98008"
649000,2060,"98008"
594000,2610,"98008"
561000,2480,"98008"
516000,2060,"98052"
582000,2340,"98052"
561000,2070,"98052"
561000,2300,"98052"
689000,2930,"98008"
829000,3970,"98008"
836000,3780,"98008"
586000,2600,"98008"
190000,2710,NA
674000,2580,NA
668000,2610,NA
649000,2200,NA
664000,2920,NA
626000,1830,"98027"
535000,2750,"98006"
493000,1730,"98006"
526000,2180,"98006"
516000,2080,"98006"
503000,2150,"98006"
349000,2850,"98042"
351000,2830,"98042"
335000,2410,"98042"
368000,3340,"98042"
361000,3110,"98042"
347000,2670,"98042"
341000,2430,"98042"
733000,3090,"98074"
593000,3540,"98074"
512000,2380,"98074"
565000,3000,"98074"
435000,1780,"98074"
628000,3880,"98074"
664000,3674,"98166"
626000,3420,"98166"
418000,2050,"98166"
186000,1010,"98148"
231000,1770,"98148"
185000,1470,"98148"
191000,1520,"98148"
205000,1340,"98148"
243000,1470,"98148"
209000,1690,"98148"
199000,1180,"98148"
206000,1510,"98148"
204000,1360,"98148"
188000,990,"98148"
204000,1370,"98148"
221000,1760,"98148"
256000,1540,"98148"
230000,2060,"98148"
191000,1430,"98148"
226000,1860,"98148"
209000,1380,"98148"
342000,1360,NA
243000,860,NA
388000,1090,"98126"
355000,2910,"98042"
372000,3490,"98042"
338000,2410,"98042"
341000,2430,"98042"
477000,2330,"98074"
524000,2860,"98074"
406000,2640,"98074"
595000,1880,"98074"
857000,4200,NA
475000,1780,"98052"
510000,2340,"98052"
569000,2680,"98052"
600000,2960,"98052"
546000,2330,"98074"
507000,1920,"98008"
495000,1430,"98008"
657000,2700,"98008"
765000,3010,"98008"
515000,2230,"98008"
494000,1560,"98008"
635000,3100,"98008"
544000,1880,"98052"
469000,1650,"98052"
542000,2360,"98052"
520000,2270,"98166"
554000,2280,"98166"
394000,2520,"98166"
419000,1650,"98166"
506000,3200,"98166"
465000,2500,"98166"
543000,2090,"98166"
582000,2340,"98166"
386000,2090,"98166"
683000,2550,"98166"
372000,1680,"98166"
388000,1840,"98166"
445000,2580,"98166"
473000,2260,"98166"
443000,3200,"98166"
418000,2210,"98166"
256000,790,"98166"
418000,2270,"98166"
697000,4120,"98166"
564000,3120,"98166"
972000,2020,"98166"
378000,2260,"98166"
746000,2790,"98166"
785000,3530,"98008"
643000,2180,"98008"
609000,3140,"98008"
527000,1790,"98052"
650000,3260,"98008"
609000,2300,"98008"
517000,1670,"98052"
594000,2960,"98052"
622000,3140,"98052"
570000,2630,"98052"
512000,1670,"98052"
600000,2360,"98052"
856000,3180,"98008"
739000,3850,"98008"
533000,2390,"98008"
350000,1420,"98133"
351000,1780,"98133"
710000,2130,"98040"
681000,2700,"98040"
277000,1410,"98034"
575000,2610,"98072"
588000,3440,NA
446000,2470,"98011"
422000,2180,"98011"
NA,3700,"98075"
1183000,3520,"98040"
1248000,3850,"98040"
1143000,3530,"98040"
1234000,3350,"98040"
210000,1630,"98092"
480000,2760,"98038"
470000,2700,"98038"
432000,2555,"98019"
431000,2730,"98019"
626000,3290,"98019"
601000,3120,"98019"
559000,2900,"98019"
557000,2820,"98019"
199000,1010,"98045"
629000,3300,"98126"
580000,2960,"98126"
420000,2170,"98166"
354000,2270,"98038"
197000,1200,"98038"
267000,2070,"98038"
177000,1160,"98030"
168000,1180,"98023"
164000,1200,"98002"
361000,3170,"98042"
341000,2430,"98042"
368000,3340,"98042"
347000,2740,"98042"
341000,2430,"98042"
267000,1660,"98042"
355000,2910,"98042"
413000,1850,"98074"
781000,4310,"98074"
563000,2770,"98074"
20000,3370,NA
531000,2440,"98052"
537000,2400,"98052"
443000,1460,"98008"
569000,2260,"98008"
541000,1990,"98008"
500000,1820,"98008"
654000,1950,"98008"
630000,3520,"98008"
468000,1270,"98008"
510000,1590,"98008"
523000,1920,"98008"
556000,2400,"98008"
590000,2880,"98008"
403000,1580,"98074"
571000,2640,"98052"
529000,2380,"98052"
546000,2430,"98052"
518000,1900,"98074"
537000,1950,"98008"
536000,2450,"98008"
667000,2350,"98008"
651000,2770,"98008"
717000,3080,"98008"
594000,2500,"98008"
449000,1340,"98008"
549000,2190,"98008"
601000,1990,"98008"
674000,2980,"98008"
671000,2040,"98052"
535000,2230,"98052"
542000,2090,"98008"
553000,1880,"98052"
581000,1970,"98008"
804000,3050,"98008"
543000,2180,"98008"
237000,2090,"98001"
247000,1890,"98001"
643000,3712,"98198"
346000,1150,"98166"
387000,1820,"98166"
816000,3540,"98166"
591000,2870,"98166"
679000,3210,"98166"
425000,1570,"98166"
1547000,3980,"98166"
320000,1560,"98166"
431000,2100,"98166"
743000,3580,"98166"
500000,2230,"98166"
378000,1700,"98166"
330000,1460,"98166"
479000,2580,"98166"
577000,1880,"98166"
807000,3340,"98166"
895000,2650,"98166"
420000,2120,"98166"
295000,1150,"98166"
466000,2360,"98166"
1301000,4170,"98166"
1015000,4160,NA
330000,1698,NA
86000,2052,NA
330000,2049,"98003"
551000,1780,"98115"
469000,2010,"98074"
452000,2140,"98074"
187000,780,"98108"
509000,2190,"98034"
248000,1810,"98001"
193000,1210,"98001"
230000,2000,"98001"
254000,2560,"98001"
240000,2210,"98001"
411000,2640,"98014"
398000,2490,"98014"
389000,2210,"98014"
288000,1000,"98144"
385000,2060,"98144"
503000,2320,NA
440000,2560,"98027"
532000,3480,"98027"
604000,2110,NA
425000,1360,"98070"
278000,1010,"98177"
720000,3180,"98008"
727000,3320,"98008"
601000,3080,"98008"
573000,2420,"98052"
491000,1670,"98052"
531000,1780,"98052"
578000,2410,"98052"
810000,4190,"98008"
501000,2030,"98008"
536000,2440,"98008"
355000,1930,"98133"
658000,1790,"98040"
326000,1770,"98133"
303000,1880,"98034"
299000,1750,"98034"
283000,1260,"98034"
616000,3280,"98072"
575000,2610,"98072"
374000,1630,"98045"
513000,2410,NA
591000,3530,NA
557000,3260,NA
150000,3360,NA
483000,3060,"98011"
439000,1490,"98008"
500000,1820,"98008"
525000,1820,"98008"
557000,2410,"98008"
624000,2190,"98008"
658000,3900,"98008"
549000,2280,"98052"
559000,1900,"98052"
683000,2610,"98008"
475000,1550,"98052"
604000,2340,"98008"
736000,2070,"98008"
217000,1710,"98001"
228000,1660,"98001"
293000,1600,"98034"
286000,1560,"98034"
603000,2830,"98072"
447000,2730,"98045"
544000,2940,"98045"
479000,3100,NA
150000,3270,NA
150000,3530,NA
769000,2320,"98075"
437000,2450,"98011"
1204000,4500,"98053"
313000,1570,"98056"
670000,2740,"98074"
325000,2184,NA
307000,3030,"98148"
296000,870,"98115"
446000,1810,"98074"
247000,1110,"98108"
510000,2260,"98034"
224000,2170,"98001"
212000,1470,"98001"
225000,1710,"98001"
217000,1320,"98001"
376000,1960,"98014"
376000,1860,"98014"
398000,2640,"98014"
373000,1900,"98014"
375000,1900,"98014"
417000,2685,"98014"
363000,1900,"98014"
373000,1920,"98014"
402000,2180,"98014"
412000,2760,"98014"
419000,2950,"98014"
665000,3020,"98008"
525000,2030,"98008"
679000,2420,"98008"
484000,1510,"98008"
599000,2770,"98008"
618000,2550,"98008"
1696000,3520,NA
771000,3010,"98052"
500000,2260,"98052"
605000,1930,"98008"
583000,1670,"98052"
815000,2800,"98008"
215000,1840,"98001"
360000,2440,"98034"
256000,1010,"98034"
344000,1500,"98034"
557000,3090,"98072"
533000,2420,"98072"
533000,3260,"98045"
527000,3190,"98045"
545000,3280,"98045"
656000,1770,"98040"
850000,2870,"98040"
942000,4160,"98040"
287000,1380,"98166"
273000,1380,"98166"
187000,910,"98070"
526000,1070,"98070"
317000,2360,"98055"
333000,3470,"98055"
378000,2620,"98055"
250000,1630,"98055"
261000,2300,"98055"
217000,1390,"98055"
262000,2420,"98055"
548000,2660,"98116"
577000,2160,"98033"
708000,2790,"98005"
811000,2940,"98005"
425000,2830,"98014"
430000,1560,"98052"
484000,1590,"98052"
391000,1250,"98052"
376000,1430,"98052"
485000,2090,"98052"
366000,1010,"98052"
405000,1900,"98052"
439000,2070,"98052"
1175000,3830,"98040"
383000,2330,"98038"
254000,1860,"98042"
536000,2440,"98019"
536000,2610,"98019"
560000,2700,"98019"
710000,4140,"98019"
638000,3820,"98019"
623000,3300,"98019"
575000,2850,"98019"
588000,2940,"98019"
490000,1900,"98019"
639000,1480,"98119"
303000,1390,"98045"
190000,840,"98045"
431000,2020,"98045"
235000,890,"98045"
245000,1170,"98045"
444000,2280,"98045"
620000,3460,NA
763000,3900,"98126"
410000,2530,"98166"
303000,2510,"98038"
177000,1160,"98030"
555000,2600,NA
610000,2310,NA
655000,2310,"98027"
625000,1810,"98027"
502000,2230,"98006"
534000,2170,"98006"
348000,2830,"98042"
277000,1900,"98042"
355000,2950,"98042"
343000,2670,"98042"
353000,2910,"98042"
372000,3490,"98042"
341000,2430,"98042"
341000,2430,"98042"
337000,2410,"98042"
749000,4120,"98074"
376000,1620,"98074"
525000,2350,"98074"
712000,2930,NA
557000,3040,"98074"
1055000,5060,NA
792000,3400,"98074"
525000,2190,"98052"
633000,1990,"98008"
697000,3450,"98166"
753000,4430,"98166"
337000,2600,"98166"
212000,3030,"98166"
211000,1490,"98148"
188000,990,"98148"
200000,1470,"98148"
196000,1320,"98148"
250000,1260,"98148"
209000,1150,"98148"
200000,1420,"98148"
384000,1680,"98126"
327000,1020,"98126"
386000,1110,"98126"
243000,858,NA
342000,950,"98126"
425000,2880,"98126"
597000,2630,"98075"
619000,2920,"98075"
206000,1110,"98146"
412000,2890,"98146"
245000,2150,"98146"
400000,2510,NA
197000,1230,"98146"
542000,2390,"98008"
342000,1470,"98133"
318000,1090,"98034"
270000,1210,"98034"
579000,3370,"98072"
554000,3480,"98045"
507000,2650,"98045"
517000,2640,"98045"
563000,3530,"98045"
150000,3530,NA
585000,3530,NA
441000,2500,NA
432000,2260,NA
434000,2300,"98011"
444000,2450,"98011"
1138000,3230,"98040"
1087000,2960,"98040"
192000,1590,"98092"
436000,2660,"98019"
242000,1710,"98042"
517000,2250,NA
585000,3210,"98019"
626000,3420,"98019"
535000,2530,"98019"
611000,2930,"98052"
552000,2570,"98074"
526000,2380,"98074"
360000,1970,"98155"
483000,2820,"98155"
520000,1780,"98008"
601000,2380,"98008"
551000,2190,"98008"
598000,2460,"98008"
598000,3550,"98008"
565000,1920,"98008"
714000,2545,"98008"
892000,4430,"98008"
525000,1780,"98008"
565000,2200,"98008"
1614000,4580,NA
863000,2900,"98008"
534000,1990,"98008"
596000,1790,"98008"
641000,3200,"98008"
604000,2620,"98008"
667000,2440,"98052"
640000,2200,"98008"
708000,2880,"98008"
547000,2170,"98052"
559000,2020,"98052"
697000,2990,"98008"
1188000,4570,"98008"
1186000,3770,"98008"
802000,2960,"98008"
569000,2270,"98008"
247000,2310,"98001"
233000,2080,"98001"
914000,9050,"98133"
441000,2630,"98133"
938000,3180,"98040"
297000,1620,"98034"
293000,1700,"98034"
254000,1120,"98034"
351000,1620,"98034"
342000,1980,"98034"
569000,2480,"98072"
440000,1690,"98072"
454000,2510,NA
439000,2470,"98011"
446000,2470,"98011"
422000,2180,"98011"
NA,3620,"98075"
389000,1600,"98126"
510000,1910,"98126"
457000,1940,"98126"
424000,1240,"98126"
623000,3910,"98075"
232000,1510,"98146"
164000,750,"98146"
235000,1430,"98146"
191000,1460,"98146"
252000,1300,"98042"
223000,1620,"98188"
311000,1080,"98108"
271000,1290,"98108"
313000,3000,"98198"
505000,2140,"98034"
235000,1750,"98001"
219000,1750,"98001"
460000,3130,"98014"
403000,2370,"98014"
422000,2720,"98014"
398000,2530,"98014"
404000,2410,"98014"
483000,3370,"98014"
401000,2180,"98014"
321000,1350,"98133"
347000,1510,"98133"
331000,1470,"98133"
323000,1640,"98034"
533000,2230,NA
535000,2230,"98072"
559000,3040,"98045"
469000,2820,"98011"
461000,2520,NA
468000,2810,"98011"
422000,2180,"98011"
471000,2830,"98011"
491000,3100,"98011"
461000,2710,"98011"
788000,1880,"98040"
850000,4060,"98040"
891000,4520,"98040"
1224000,3940,"98040"
1097000,3140,"98040"
460000,2580,"98038"
437000,2840,"98019"
254000,1950,"98042"
257000,2040,"98042"
267000,2280,"98042"
743000,3250,"98008"
565000,2820,"98052"
491000,1760,"98052"
551000,2190,"98052"
638000,2100,"98008"
604000,1890,"98008"
671000,2650,"98008"
638000,2870,"98052"
535000,1810,"98052"
503000,1610,"98052"
483000,1420,"98052"
570000,2090,"98052"
556000,1850,"98052"
536000,2030,"98052"
581000,2600,"98008"
235000,1810,"98001"
366000,1610,"98133"
253000,960,"98034"
328000,1900,"98034"
304000,1680,"98034"
304000,1900,"98034"
308000,1770,"98034"
372000,1890,"98045"
446000,2570,NA
436000,2300,"98011"
422000,2180,"98011"
440000,2450,"98011"
457000,2050,NA
820000,3100,"98040"
839000,3450,"98040"
871000,2560,"98040"
1530000,4970,"98040"
1148000,3650,"98040"
208000,1690,"98092"
445000,2840,"98019"
